TroubleTicketing_22-Jan-2026_16-2-59Ticket Id,Site Id,Site Name,Dependent Sites,Site Class,Site Class Code,Anchor Opco Site id,Power Model,Region,District,Power Vendor,Site Area Type,Vendor,Operator Parameter,Operator Exempted,Alarm Description,Equipment,Alarm Start Date Time,Alarm End Date Time,Problem Start Date,Problem End Date,Ticket Log Date,Logged By,Operator,Ticket Closure Date,Assigned To,Ticket Hierarchy,Digitally Dispatch,Contact No.,Assigned Date,Closed By,Total Duration,Duration,Operator SLA,Vendor SLA,SLA Remaining Time Operator,SLA Remaining Time Vendor,Alarm Status,Ticket Treatment,Ticket Status,Severity,Current Level,ETA (Mins.),ETA Time,ETR (Mins.),ETR Time,RCA Category,RCA Sub Category,RCA,Ref Ticket ID,Remarks,Alarm Detail,Problem Description,Ticket Type,Ticket Mode,Total Effected Duration,Effected Sites,Battery Discharge Start Date Time,Spare Parts,Battery Backup Duration,DG Night Time Restriction (HH:MM),Site Latitude,Site Longitude,User Lat,User Long,Distance (Kms.),DG Meter Reading,Grid Meter Reading,Fuel Level,Action Taken,Service Type,Parent Ticket Id,Refer Count,Hub Site Id,Child Ticket Count,PR No,Abstract,Service Impacted,Service Impact Start,Services Affected,Initial Analysis,X-References,TwoG Node,ThreeG Node,LTE,IP Site,Originator Id,Originator Group,Last Referred Group,Reffered to Group,RTTS Clear Group,Action,Status Reason,RTTS Opr Site Id,Fault Area,Fault Area Detail,Resolution Method,Node,Network,Site Location,Solution Details,Restoration Approval Time,Restoration Time,Approval Time,Approval Resolve Time,NET Resolution Time,Severity Change Time,Generator Asset Id,Priority,Delay Reason,TT Response Time,undefined,undefined,undefined,Hub Time(HH:MM),RTTS Ticket Create Date,Severity Change Remarks
"TT00709058","1006457","Udhailiyah-GOSP12","ST(PG)","Remote","Classic","ZTY997","Grid","West","Tabuk","Huawei-PV","SubUrban","Ericsson","STC","","Stc Rtts","AC Meter","","","23-May-2023 14:21","","22-Dec-2025 13:05:37","RTTS","STC","","TWL_South ","Parent","","","22-Dec-2025 13:05:37","","975 Day(s) 01:43:29","23402","-      ","","      ","","","Standard","Referred","Critical","First Escalation","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","27.61945","38.52431","","","","","","","","Remote","","1","","","RTTS3661","Tawal Test Ticket_011","Degraded","23-MAY-2023 14:21:11","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZTY997","","","","","MOBILE","","","","","","","","","","P0","","","","","","","11-Sep-2024 14:32:06","",
"TT00709214","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Fire Alarm","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:38:48","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:38:48","","9 Day(s) 01:30:29","218","STC-No      ","No","-8 Day(s) 20:30:29      ","-8 Day(s) 20:30:29","Open","Standard","Assign","Critical","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","26.26056","36.44891","","","","","","","","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709281","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 03:27:40","","03-Jul-2021 03:27","","21-Jan-2026 16:34:44","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:44","","1664 Day(s) 12:36:49","39949","STC-No      ","No","-1664 Day(s) 05:36:49      ","-1664 Day(s) 05:36:49","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 12:36:49","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709323","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 14:37:02","","03-Jul-2021 14:37","","21-Jan-2026 16:34:54","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:54","","1664 Day(s) 01:27:27","39937","STC-No      ","No","-1663 Day(s) 18:27:27      ","-1663 Day(s) 18:27:27","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 01:27:27","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00708858","1000100","ZDB074","ST","VIP Metro","Titanium","ZDB074","Hybrid","West","Tabuk","Ericsson-PV","Rural","Huawei","","","Generator 1 Running","General","09-Dec-2025 15:31:25","","09-Dec-2025 15:31","","09-Dec-2025 15:54:21","System","","","TWL-EM-WEST Zia hussain Shah","Parent","","966509896490","09-Dec-2025 15:54:21","","44 Day(s) 00:33:04","1057","-      ","No","      ","-42 Day(s) 00:33:04","Open","Standard","Assign","Low","First Escalation","","","","","","","","","Mobily Not associated with site.","Generator 1 Running","","Incident","Auto","44 Day(s) 00:33:04","1","","","","","27.96396","35.25265","","","","","","","","VIP Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00708997","1014007","ZHA067","ST(PG)","Remote","Classic","ZHA067","Grid","Central","Hail","Ericsson-PV","Rural","In-House","STC","","Acu Fault (Itc)","General","","","12-Dec-2025 12:47","","12-Dec-2025 12:47:55","Super Admin  - 9898976789(superadmin)","STC","","1st Escalation ","Parent","","","12-Dec-2025 12:47:55","","41 Day(s) 03:17:29","987","STC-No      ","No","-40 Day(s) 20:17:29      ","-40 Day(s) 20:17:29","","Standard","Assign","Critical","Second Escalation","","","","","","","","","","","","Incident","Manual","41 Day(s) 03:17:29","1","","","","","26.126","41.3828","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709349","1000905","ZJZ297","ST(PG)","Remote","Classic","ZJZ297","Grid","South","Jizan","Ericsson-PV","Rural","Huawei","STC","","Acu Fault (Itc)","General","","","22-Jan-2026 14:44","","22-Jan-2026 14:44:42","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","22-Jan-2026 14:44:42","","01:20:29","1","STC-Yes      ","Yes","05:39:31      ","05:39:31","","Standard","Assign","Critical","First Escalation","10","22-Jan-2026 14:45:11","30","22-Jan-2026 14:45:11","","","","","reassigned","","","Incident","Manual","01:20:29","1","","","","","17.41563","42.98187","","","","","","","","Remote","","1","","","","","Outage","22-Jan-2026 14:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709221","1000061","ZRH326","ST(PG)","Metro","Classic","ZRH326","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 2 Running","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:38:54","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:38:54","","9 Day(s) 01:30:29","218","STC-No      ","No","-7 Day(s) 01:30:29      ","-7 Day(s) 01:30:29","Open","Standard","Assign","Low","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","24.83019","46.61076","","","","","","","","Metro","","1","HSID1","","","","No","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709227","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Air Condition 2 Fault","General","30-Dec-2025 00:00:00","","30-Dec-2025 00:00","","15-Jan-2026 10:34:05","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","15-Jan-2026 10:34:05","","23 Day(s) 16:04:29","568","STC-No      ","","-23 Day(s) 15:56:29      ","","Open","Standard","Assign","High","Second Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","23 Day(s) 16:04:29","1","","","","","26.26056","36.44891","","","","","","","","Metro","","1","HSID1","","","","Degraded","30-Dec-2025 00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709269","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 02:55:02","","03-Jul-2021 02:55","","21-Jan-2026 16:34:41","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:41","","1664 Day(s) 13:09:27","39949","STC-No      ","No","-1664 Day(s) 06:09:27      ","-1664 Day(s) 06:09:27","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 13:09:27","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709340","1000905","ZJZ297","ST(PG)","Remote","Classic","ZJZ297","Grid","South","Jizan","Ericsson-PV","Rural","Huawei","STC","","Acu Fault (Itc)","General","","","22-Jan-2026 13:00","22-Jan-2026 13:01","22-Jan-2026 13:00:14","Super Admin  - 9898976789(superadmin)","STC","22-Jan-2026 14:16:09","3rd Escalation ","Parent","","","22-Jan-2026 13:00:14","Super Admin  - 9898976789(superadmin)","00:00:59","0","STC-Yes      ","Yes","06:59:00      ","06:59:00","","Standard","Closed","Critical","Assignment","10","22-Jan-2026 13:00:41","30","22-Jan-2026 13:00:41","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Closed","","","Incident","Manual","00:00:59","1","","","","","17.41563","42.98187","","","","value","value","value","Action Taken","Remote","","1","","","","","Outage","22-Jan-2026 12:58","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:00","","","P0","","","","","","00.02","","",
"TT00709348","1000905","ZJZ297","ST(PG)","Remote","Classic","ZJZ297","Grid","South","Jizan","Ericsson-PV","Rural","Huawei","STC","","Acu Fault (Itc)","General","","","22-Jan-2026 14:39","","22-Jan-2026 14:39:11","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","22-Jan-2026 14:39:12","","01:25:28","1","STC-Yes      ","Yes","05:34:31      ","05:34:31","","Standard","Assign","Critical","First Escalation","","","","","","","","","","","","Incident","Manual","01:25:28","1","","","","","17.41563","42.98187","","","","","","","","Remote","","1","","","","","Outage","22-Jan-2026 14:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00708797","1000007","PNJ789","ST(PG)","Metro","Classic","PNJ789","Private Source","West","Jeddah","Ericsson-PV","Urban","Ericsson","STC","","Air Condition 1 Fault","General","04-Dec-2025 15:28:00","","04-Dec-2025 15:28","","04-Dec-2025 15:28:51","Super Admin  - 9898976789(superadmin)","STC","","1st Escalation ","Child","","","04-Dec-2025 15:28:51","","49 Day(s) 00:36:29","1177","STC-No      ","","-49 Day(s) 00:28:29      ","","Open","Standard","Assign","High","Second Escalation","","","","","","","","","","","","Incident","Manual","49 Day(s) 00:36:29","1","","","","","21.764683","39.169669","","","","","","","","Metro","TT00708799","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709264","1006190","ZBG010","ST(PG)","Remote","Golden","ZBG010","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 01:26:51","","03-Jul-2021 01:26","","21-Jan-2026 16:34:39","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:39","","1664 Day(s) 14:37:38","39951","STC-No      ","No","-1664 Day(s) 07:37:38      ","-1664 Day(s) 07:37:38","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1664 Day(s) 14:37:38","1","","","","","18.95009","41.911741","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00708783","1000007","Udhailiyah-GOSP12","ST(PG)","Metro","Classic","PNJ789","Private Source","West","Jeddah","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","23-May-2023 14:21","","02-Dec-2025 17:24:00","RTTS","STC","","TWL_South ","Parent","","","02-Dec-2025 17:24:16","","975 Day(s) 01:43:29","1222","-      ","","      ","","","Standard","Referred","Critical","First Escalation","","","","","","","","","xaxs","","","RTTS Ticket","Integration","975 Day(s) 01:43:29","1","","","","","21.764683","39.169669","","","","","","","","Metro","","1","HUBRTTS7","","RTTS3334","Tawal Test Ticket_011","No","28-AUG-2023 12:14:27","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","PNJ789","","","","","MOBILE","","","","","","","","02-Dec-2025 17:48:26","","P0","","","","","","","02-Dec-2025 11:14:13","Severity changed from High to Critical due to Parent-Child relationship  of TT00708784 as child. ",
"TT00709304","1013429","ZHA271","ST(PG)","Major Remote","Classic","ZHA271","Grid","Central","Hail","Huawei-PV","Rural","Huawei","","","Door Alarm","General","03-Jul-2021 12:43:58","","03-Jul-2021 12:43","","21-Jan-2026 16:34:50","System","STC","","TWL-EM-CENTER ","Parent","","","21-Jan-2026 16:34:50","","1664 Day(s) 03:20:31","39939","STC-No      ","No","-1663 Day(s) 22:20:31      ","-1663 Day(s) 22:20:31","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1664 Day(s) 03:20:31","1","","","","","26.25339","41.90878","","","","","","","","Major Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709306","1000139","ZMK506","ST,MB,ZN(PG)","Metro","Classic","ZMK506","Grid","West","Makkah","Nokia-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 12:58:30","","03-Jul-2021 12:58","","21-Jan-2026 16:34:50","System","Mobily,STC,Zain","","TWL-EM-WEST Shamss Syed Sheikh Ibrahim","Parent","","573299898","21-Jan-2026 16:34:50","","1664 Day(s) 03:05:59","39939","STC-No      ","No","-1663 Day(s) 22:05:59      ","-1663 Day(s) 22:05:59","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 03:05:59","1","","","","","21.45643","39.91298","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709181","1000090","ZNJA367","ST(PG)","Metro","Classic","ZNJA367","Grid","West","Jeddah","Ericsson-PV","Urban","Ericsson","STC","","Acu Fault (Itc)","General","","","12-Jan-2026 11:23","","12-Jan-2026 11:23:35","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","12-Jan-2026 11:23:35","","10 Day(s) 04:41:29","245","STC-No      ","No","-9 Day(s) 23:41:29      ","-9 Day(s) 23:41:29","","Standard","Assign","Critical","Third Escalation","","","","","","","","","5","","","Incident","Manual","10 Day(s) 04:41:29","1","","","","","21.424999","39.306671","","","","","","","","Metro","","1","HSID1","","","","Outage","12-Jan-2026 11:22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00708799","1000007","Udhailiyah-GOSP12","ST(PG)","Metro","Classic","PNJ789","Private Source","West","Jeddah","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","23-May-2023 14:21","","04-Dec-2025 15:29:34","RTTS","STC","","TWL_South ","Parent","","","04-Dec-2025 15:29:34","","975 Day(s) 01:43:29","23402","-      ","","      ","","","Standard","Referred","Critical","First Escalation","","","","","","","","","","","","RTTS Ticket","Integration","975 Day(s) 01:43:29","1","","","","","21.764683","39.169669","","","","","","","","Metro","","1","","3","RTTS3339","Tawal Test Ticket_011","Outage","28-AUG-2023 12:14:27","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","PNJ789","","","","","MOBILE","","","","","","","","","","P0","","","","","","","02-Dec-2025 11:14:13","",
"TT00708837","1000100","ZDB074","ST","VIP Metro","Titanium","ZDB074","Hybrid","West","Tabuk","Ericsson-PV","Rural","Huawei","","","Door Alarm Hajj","General","09-Dec-2025 11:19:28","","09-Dec-2025 11:19","","09-Dec-2025 11:23:49","System","STC","","TWL-EM-WEST Zia hussain Shah","Parent","","966509896490","09-Dec-2025 11:23:49","","44 Day(s) 04:45:01","1061","STC-No      ","No","-44 Day(s) 00:45:01      ","-44 Day(s) 00:45:01","Open","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm Hajj","","Incident","Auto","44 Day(s) 04:45:01","1","","","","","27.96396","35.25265","","","","","","","","VIP Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709342","1000905","ZJZ297","ST(PG)","Remote","Classic","ZJZ297","Grid","South","Jizan","Ericsson-PV","Rural","Huawei","STC","","Acu Fault (Itc)","General","","","22-Jan-2026 14:22","","22-Jan-2026 14:22:00","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","22-Jan-2026 14:22:00","","01:42:29","2","STC-Yes      ","Yes","05:17:31      ","05:17:31","","Standard","Assign","Critical","First Escalation","","","","","","","","","","","","Incident","Manual","01:42:29","1","","","","","17.41563","42.98187","","","","","","","","Remote","","1","","","","","Outage","22-Jan-2026 14:20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709282","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 03:29:33","","03-Jul-2021 03:29","","21-Jan-2026 16:34:44","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:44","","1664 Day(s) 12:34:56","39949","STC-No      ","No","-1664 Day(s) 05:34:56      ","-1664 Day(s) 05:34:56","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 12:34:56","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709200","1000060","ZRI108","ST(PG)","Metro","Classic","ZRI108","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 1 Running","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:35:32","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:35:32","","9 Day(s) 01:30:29","218","STC-No      ","No","-7 Day(s) 01:30:29      ","-7 Day(s) 01:30:29","Open","Standard","Assign","Low","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","24.75373","46.8731","","","","","","","","Metro","","1","HSID1","","","","Outage","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709216","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Air Condition 1 Fault","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:38:50","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:38:50","","9 Day(s) 01:30:29","218","STC-No      ","","-9 Day(s) 01:22:29      ","","Open","Standard","Assign","High","Second Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","26.26056","36.44891","","","","","","","","Metro","","1","HSID1","","","","Outage","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709350","1000905","ZJZ297","ST(PG)","Remote","Classic","ZJZ297","Grid","South","Jizan","Ericsson-PV","Rural","Huawei","STC","","Acu Fault (Itc)","General","","","22-Jan-2026 14:47","","22-Jan-2026 14:47:39","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","22-Jan-2026 14:47:39","","01:17:29","1","STC-Yes      ","Yes","05:42:31      ","05:42:31","","Standard","Assign","Critical","First Escalation","10","22-Jan-2026 16:03:16","30","22-Jan-2026 16:03:16","","","","","reassigned","","","Incident","Manual","01:17:29","1","","","","","17.41563","42.98187","","","","","","","","Remote","","1","","","","","Outage","22-Jan-2026 14:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709343","1000001","Rubeen Plaza","ST(2DG)","Unknown","Classic","100001STC","Dual Generator","Central","Riyadh City","Ericsson-PV","Unknown","In-House","","","Door Alarm","General","22-Jan-2026 10:55:11","","22-Jan-2026 10:55","","22-Jan-2026 14:23:24","System","STC","","TWL-EM-CENTER ","Parent","","","22-Jan-2026 14:23:24","","05:09:18","5","-      ","No","      ","-00:09:18","Open","Standard","Assign","Critical","First Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","05:09:18","1","","","","","24.7524","46.6255","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709209","1000060","ZRI108","ST(PG)","Metro","Classic","ZRI108","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Battery High Voltage","Battery","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:37:23","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:37:23","","9 Day(s) 01:30:29","218","STC-No      ","No","-8 Day(s) 13:30:29      ","-8 Day(s) 13:30:29","Open","Standard","Assign","Medium","Third Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","24.75373","46.8731","","","","","","","","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709212","1000061","ZRH326","ST(PG)","Metro","Classic","ZRH326","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 1 Running","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:37:26","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:37:26","","9 Day(s) 01:30:29","218","STC-No      ","No","-7 Day(s) 01:30:29      ","-7 Day(s) 01:30:29","Open","Standard","Assign","Low","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","24.83019","46.61076","","","","","","","","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709301","1012750","ZTFA021","ST,SM(PG)","Metro,Unknown","Classic","ZTFA021","Grid","West","Taif","Nokia-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 12:31:38","","03-Jul-2021 12:31","","21-Jan-2026 16:34:49","System","STC,Salam","","TWL-EM-WEST Velmurugan Sundaram","Parent","","509845430","21-Jan-2026 16:34:49","","1664 Day(s) 03:32:51","39940","STC-No      ","No","-1663 Day(s) 22:32:51      ","-1663 Day(s) 22:32:51","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 03:32:51","1","","","","","21.27264","40.42402","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709004","1007809","ZTB991","ST(PG)","Metro","Classic","ZTB991","Grid","West","Tabuk","Huawei-PV","Urban","Ericsson","Golden Latis Investment,STC","","Battery","Solar","12-Dec-2025 16:01:00","","12-Dec-2025 16:01","","12-Dec-2025 16:01:51","Super Admin  - 9898976789(superadmin)","STC","","1st Escalation ","Parent","","","12-Dec-2025 16:01:51","","41 Day(s) 00:03:29","984","STC-No      ","","-40 Day(s) 23:55:29      ","","Open","Standard","Assign","High","First Escalation","","","","","","","","","","","","Incident","Manual","41 Day(s) 00:03:29","1","","","","","28.398991","36.74147","","","","","","","","Metro","","1","","","","","Degraded","12-Dec-2025 11:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709283","1013233","ZKH926","ST(PG)","Metro","Golden","ZKH926","Grid","South","Asir","Nokia-PV","Urban","Nokia","STC","","Door Alarm","General","03-Jul-2021 03:38:43","","03-Jul-2021 03:38","","21-Jan-2026 16:34:44","System","STC","","TWL-EM-SOUTH IBRAHIM SAYEDAHMED GAD","Parent","","564517116","21-Jan-2026 16:34:44","","1664 Day(s) 12:26:29","39948","STC-No      ","No","-1664 Day(s) 07:26:29      ","-1664 Day(s) 07:26:29","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","rr","Door Alarm","","Incident","Auto","1664 Day(s) 12:26:29","1","","","","","18.237459","42.78521","","","","","","","","Metro","","1","HUBSITEID","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
